Internal Accession Code,Specific Epiphet,Genus,Species,Author,Variety,Subspecies,Cultivar,Botanical Synonyms,Common Name,Pinyin (Plant Name),Mandarin (Plant Name),Pinyin (Medicinal Material),Pharmaceutical Name,MPNS Link,FOC Link,Kew POW Link,Mandarin (Medicinal Material),Plant Family,Plant Class,Aquatic or Terrestrial,Growth Habit,Deciduous/ Evergreen,Lifecycle,Plant Classification,Reproductive Morphology,Flowering Period,Fruiting Period,Habitat,Plant Origin (province/ region),Endemic,Range/ Distribution,Range in China,Worldwide Conservation Status (IUCN Red List),National Conservation Status (China),Protected Status,Invasive?,Invasive Range,,Pharmacopoeia or Substitute Species?,Plant Part Used,Medicinal Material,Harvesting Time,Primary Processing,Secondary Processing,Plant under Cultivation?,Cultivation Regions,Wild-Harvesting Regions,Production Regions,Harvesting Practice,Daodi Status,Daodi Regions,Taste,Energy Flow,Meridian,TCM Properties,Medicinal/ Pharmacological Properties,Indications,Toxicity,Secondary Metabolites,Folk Medicinal Uses,Other Cultural Uses,Ornamental,,IUCN Red List Link,Species+ Link
GLYGLA-RAD-1,Glycyrrhiza glabra L.,Glycyrrhiza,glabra,L.,,,,,Licorice,yang gan cao,洋甘草,Gan Cao,Glycyrrhizae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2827728&query=Glycyrrhiza+glabra+L.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242323657,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496941-1,甘草,Fabaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,May-June,July-September,"Bank terraces, ditches, fields, roadside, arid salinized soils",,No,"China, Afghanistan, Albania, Bulgaria, Greece, Iran, Iraq, Italy, Kazakhstan, Kyrgyzstan, Mongolia, Pakistan, Palestine, Russia, Tajikistan, Turkey, Turkmenistan, Ukraine, Uzbekistan","(North, Northeast, Northwest China)",Least concern,Least concern,,Possible,,,Pharmacopoeia,Root,Glycyrrhizae Radix,,,,Yes,,,,,,,Sweet,Neutral,"Heart, lung, spleen, stomach","Tonifies the spleen and qi, clears heat, eliminates toxins, eliminates phlegm, relieves cough, harmonizes herbs in formula",,"Fatigue, palpitation, shortness of breath, cough, phlegm, abdominal pain, carbuncles",,,,Food and healthfood,,,,
GLYGLA-RAD-2,Glycyrrhiza glabra L.,Glycyrrhiza,glabra,L.,,,,,Licorice,yang gan cao,洋甘草,Zhi Gan Cao,Radix et Rhizoma Glycyrrhizae Preparata cum Melle,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2827728&query=Glycyrrhiza+glabra+L.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242323657,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496941-1,炙甘草,Fabaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,May-June,July-September,"Field margins, terraces, ditches, saline areas, along roadsides (500-1300 m. altitude)",,No,"China, Afghanistan, Albania, Bulgaria, Greece, Iran, Iraq, Italy, Kazakhstan, Kyrgyzstan, Mongolia, Pakistan, Palestine, Russia, Tajikistan, Turkey, Turkmenistan, Ukraine, Uzbekistan",Xinjiang,Least concern,Least concern,,,,,Pharmacopoeia,"Rhizome, root",Radix et Rhizoma Glycyrrhizae Preparata cum Melle,"Spring, autumn","Rootlets removed, dried",Sliced licorice roots are dry-fried at low temperatures with honey,Yes,,,"Inner Mongolia, Gansu, Xinjiang","Cultivated, wild-harvested",,,Sweet,Warm,"Heart, lung, spleen","Tonifies the middle, augments heart and spleen qi",,,,"Glabranine, glabrol",,Food,,,https://www.iucnredlist.org/species/203353/88313725,-
GLYINF-RAD-1,Glycyrrhiza inflata Batalin,Glycyrrhiza,inflata,Batalin,,,,,Chinese Licorice,zhang guo gan cao,胀果甘草,Gan Cao,Glycyrrhizae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2827747&query=Glycyrrhiza+inflata+Batalin&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242323663,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496952-1,甘草,Fabaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,May-July,June-October,"Riverbank terraces, waterside edges, farmland edges, wastelands",,No,"China, Mongolia, Kazakhstan, Uzbekistan, Turkmenistan, Kyrgyzstan, Tajikistan","Inner Mongolia, Gansu, Xinjiang",Not evaluated,Vulnerable,,No,,,Pharmacopoeia,Root,Glycyrrhizae Radix,,,,,,,,,,,Sweet,Neutral,"Heart, lung, spleen, stomach","Tonifies the spleen and qi, clears heat, eliminates toxins, eliminates phlegm, relieves cough, harmonizes herbs in formula",,"Fatigue, palpitation, shortness of breath, cough, phlegm, abdominal pain, carbuncles",,,,Food and healthfood,,,,
GLYINF-RAD-2,Glycyrrhiza inflata Batalin,Glycyrrhiza,inflata,Batalin,,,,,Chinese Licorice,zhang guo gan cao,胀果甘草,Zhi Gan Cao,Radix et Rhizoma Glycyrrhizae Preparata cum Melle,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2827747&query=Glycyrrhiza+inflata+Batalin&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242323663,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496952-1,炙甘草,Fabaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,May-July,June-October,"Riverbanks, field and farmland margins, wasteland (1100 m. altitude)",,No,"China, Mongolia, Kazakhstan, Uzbekistan, Turkmenistan, Kyrgyzstan, Tajikistan","Gansu, Inner Mongolia, Xinjiang",Not evaluated,Vulnerable,,,,,Pharmacopoeia,"Rhizome, root",Radix et Rhizoma Glycyrrhizae Preparata cum Melle,"Spring, autumn","Rootlets removed, dried",Sliced licorice roots are dry-fried at low temperatures with honey,Yes,,,"Inner Mongolia, Gansu, Xinjiang","Cultivated, wild-harvested",,,Sweet,Warm,"Heart, lung, spleen","Tonifies the middle, augments heart and spleen qi",,,,"Glycyrrhizic acid, glycyrrhetinic acid",,Food,,,-,-
GLYURA-RAD-1,Glycyrrhiza uralensis Fish. ex DC.,Glycyrrhiza,uralensis,Fish. ex DC.,,,,,Chinese Licorice,gan cao,甘草,Gan Cao,Glycyrrhizae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2827776&query=Glycyrrhiza+uralensis+Fish.+ex+DC.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012145,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496974-1,甘草,Fabaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,,"June, July, August",July-October,Calcerous sandy soil,,No,"China, Afghanistan, Kazakhstan, Pakistan, Russia, Mongolia","(North, Northeast, Northwest China)",Not evaluated,Near threatened,,Possible,,,Pharmacopoeia,Root,Glycyrrhizae Radix,,,,Yes,,,,Cultivated,,,Sweet,Neutral,"Heart, lung, spleen, stomach","Tonifies the spleen and qi, clears heat, eliminates toxins, eliminates phlegm, relieves cough, harmonizes herbs in formula","Hepaprotective, neuroprotective, anti-inflammatory, antiviral","Fatigue, palpitation, shortness of breath, cough, phlegm, abdominal pain, carbuncles",,,,Food and healthfood,,,,
GLYURA-RAD-2,Glycyrrhiza uralensis Fish. ex DC.,Glycyrrhiza,uralensis,Fish. ex DC.,,,,,Chinese Licorice,gan cao,甘草,Zhi Gan Cao,Radix et Rhizoma Glycyrrhizae Preparata cum Melle,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2827776&query=Glycyrrhiza+uralensis+Fish.+ex+DC.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012145,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496974-1,炙甘草,Fabaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,"June, July, August",July-October,"Dry riverbanks, grassland on slopes, calcareous sandy areas (400-2700 m. altitude)",,No,"China, Afghanistan, Kazakhstan, Pakistan, Russia, Mongolia","Gansu, Hebei, Heilongjiang, Liaoning, Inner Mongolia, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Xinjiang",Not evaluated,Near threatened,,,,,Pharmacopoeia,"Rhizome, root",Radix et Rhizoma Glycyrrhizae Preparata cum Melle,"Spring, autumn","Rootlets removed, dried",Sliced licorice roots are dry-fried at low temperatures with honey,Yes,,,"Inner Mongolia, Gansu, Xinjiang","Cultivated, wild-harvested",,,Sweet,Warm,"Heart, lung, spleen","Tonifies the middle, augments heart and spleen qi",,,,"Glycyrrhizic acid, glycyrrhizin",,Food,,,-,-
GROSTY-HER-1,Grona styracifolia (Osbeck) H.Ohashi & K.Ohashi,Grona,styracifolia,(Osbeck) H.Ohashi & K.Ohashi,,,,Desmodium styracifolium,"Coin-Leaf Desmodium, Snowbell-Leaved Tick Clover",guang dong jin qian cao,广东金钱草,Guang Jin Qian Cao,Herba Desmodii Styracifolii,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=3227775&query=Grona+styracifolia%C2%A0%28Osbeck%29+H.Ohashi+%26+K.Ohashi&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012110,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77187440-1,廣金錢草,Fabaceae,,Terrestrial,Sub-shrub,Deciduous,Perennial,Vascular,Monoecious,June-September,June-September,Grasslands and thickets on mountainous slopes (below 1000 m. altitude),,No,"China, Cambodia, India, Malaysia, Myanmar, Philippines, Sri Lanka, Thailand, Vietnam","Fujian, Guangdong, Guangxi, Hainan, Hubei, S Yunnan",Not evaluated,Least concern,,,,,Pharmacopoeia,Aerial herb,Herba Desmodii Styracifolii,"Summer, autumn",Cleaned and sun-dried,,Yes,"Guangdong, Guangxi",,"Guangdong, Guangxi, Fujian, Hunan",,Yes,"Guangdong, Guangxi","Sweet, bland",Slightly cold,"Liver, Bladder, kidney","Clears heat, promotes urination, dries dampness",,"Urinary stones, jaundice",,"Vicenin-1, vicenin-3",,,,,-,-
GYNOFF-RAD-1,Gynochthodes officinalis (F. C. How) Rafazim. & B. Bremer,Gynochthodes,officinalis,(F. C. How) Rafazim. & B. Bremer,,,,Morinda officinalis F. C. How,"Morinda, Indian Mulberry",ba ji tian,巴戟天,Ba Ji Tian,Morindae Officinalis Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=473264&query=Gynochthodes+officinalis&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022157,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77117592-1,巴戟天,Rubiaceae,,Terrestrial,Woody vine (liana),,Perennial,Vascular,Monoecious,May-June,October-November,"Sub-tropical and tropica forests, thickets, on mountainsides (100-500 m altitude)",China,"Yes (var. hirsuta, officinalis)",China,"(South, Southeast China) Fujian, Guangdong, Guangxi, Hainan",Not evaluated,"Critically endangered (var. officinalis), vulnerable (var. hirsuta)",,No,,,Pharmacopoeia,Root,Morindae Officinalis Radix,,,,Yes,"Fujian, Guangdong, Guangxi, Hainan","Fujian, Guangdong, Guangxi, Hainan",,"Cultivated, wild-harvested",Yes,"Guangdong (Gaoyao, Deqing, Yu'nan districts)","Pungent, sweet",Warm,"Kidney, liver","Tonifies kidney, warms yang. strengthens muscles and bones, dispels wind and dampness","Anti-depressant, anti-ostereopsis, cardiovascularprotective, anti-oxidant, anti-inflammatory","Impotence, spermatorrhea, incontinence, infertility, dysmenorrhea, musculoskeletal pain",,,,Official healthfood in China,,,,
GYNPEN-RHI-1,Gynostemma pentaphyllum (Thunb.) Makino,Gynostemma,pentaphyllum,(Thunb.) Makino,,,,,"Sweet Tea Vine, Five-Leaf Gynostemma",jiao gu lan,绞股蓝,Jiao Gu Lan,Rhizoma seu Herba Gynostemmatis,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2836473&query=Gynostemma+pentaphyllum%C2%A0%28Thunb.%29+Makino&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022642,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:292905-1,绞股蓝,Cucurbitaceae,,Terrestrial,Herbaceous vine,,Perennial,Vascular,Dioecious,March-November,April-December,"Gullies, forests, and thickets on mountain slopes (300-3200 m. altitude)",,No,"China, Bangladesh, India, Japan, Korea, Laos, Malaysia, Myanmar, Nepal, New Guinea, Philippines, Sri Lanka, Thailand, Vietnam","Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hainan, S Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shandong, Sichuan, Taiwan, Yunnan, Zhejiang",Not evaluated,Least concern,,,,,Pharmacopoeia,"Rhizome, aerial herb",Rhizoma seu Herba Gynostemmatis,"Summer, autumn","Washed, sun-dried",,,,,Regions south of the Yangtze River,,,,"Bitter, sweet",Cold,"Lung, heart","Clears heat and toxins, tonifies qi, relieves cough",,"Asthma, cough, gastroenteritis, high cholesterol",,,,,,,-,-
GYPVAC-SEM-1,Gypsophila vaccaria (L.) Sm.,Gypsophila,vaccaria,(L.) Sm.,,,,"Vaccaria hispanica (Mill.) Rauschert, Vaccaria segetalis (Neck.) Garcke ex Asch., Saponaria hispanica Mill.","Cow Cockle, Cow Herb",mai lan cai,麦蓝菜,Wang Bu Liu Xing,Vaccariae Semen,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2836944&query=Gypsophila+vaccaria+%28L.%29+Sm.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242000971,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:154685-1,王不留行,Caryophyllaceae,,Terrestrial,Herbaceous,,"Annual, biennial",Vascular,Monoecious,April-May,June,"Agricultural fields, farmland",,No,"Europe, Asia",Introduced,Not evaluated,Least concern,,Yes,,,Pharmacopoeia,Seed,Vaccariae Semen,,,,No,None,,,Wild-harvested,,,Bitter,Neutral,"Liver, stomach","Invigorates blood, opens channels, promotes lactation",,"Dysmenorrhea, amenorrhea, musculoskeletal pain, breast carbuncle, insufficient lactation",,,,Cut flower,P,,,
HANFOR-RHI-1,Hansenia forbesii (H. Boissieu) Pimenov & Kljuykov,Hansenia,forbesii,(H. Boissieu) Pimenov & Kljuykov,,,,"Notopterygium franchetii H. Boissieu, Notopterygium forbesii H. Boissieu",Notopterygium,kuan ye qiang huo,宽叶羌活,Qiang Huo,Notopterygii Rhizoma et Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2607380&query=Hansenia+forbesii+%28H.+Boissieu%29+Pimenov+%26+Kljuykov&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242334128,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77091718-1,羌活,Apiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,July,August-September,Forest margins and thickets (1700-4800 m altitude),China,Yes,China,"Gansu, Hubei, Inner Mongolia, Qinghai, Shaanxi, Shanxi, Sichuan, Yunnan",Not evaluated,Least concern,,No,,,Pharmacopoeia,"Rhizome, root",Notopterygii Rhizoma et Radix,,,,Yes,,"Gansu, Hubei, Inner Mongolia, Qinghai, Shaanxi, Shanxi, Sichuan, Yunnan",,"Cultivated, wild-harvested",,,"Pungent, bitter",Warm,"Bladder, kidney","Dispels wind and cold, clears dampness, relieves pain",,"Rheumatism, arthralgia, respiratory tract infections, fever, musculoskeletal pain",Not known,,,,,,,
HANWEB-RHI-1,Hansenia weberbaueriana (Fedde ex H. Wolff) Pimenov & Kljuykov,Hansenia,weberbaueriana,(Fedde ex H. Wolff) Pimenov & Kljuykov,,,,Notopterygium incisum K. C. Ting ex H. T. Chang,Notopterygium,qiang huo,羌活,Qiang Huo,Notopterygii Rhizoma et Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2607384&query=Hansenia+weberbaueriana+%28Fedde+ex+H.+Wolff%29+Pimenov+%26+Kljuykov&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200015680,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77091722-1,羌活,Apiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,July,August-September,"Forest margins, scrub, thickets (1600-5000 m altitude), (2000-4000 m altitude)",China,Yes,China,"Gansu, Qinghai, Shaanxi, Sichuan, Tibet",Not evaluated,Near threatened,,No,,,Pharmacopoeia,"Rhizome, root",Notopterygii Rhizoma et Radix,,,,No,None,"Gansu, Qinghai, Shaanxi, Sichuan, Tibet",,Wild-harvested,Yes,Sichuan,"Pungent, bitter",Warm,"Bladder, kidney","Dispels wind and cold, clears dampness, relieves pain","Anti-rheumatic, analgesic","Rheumatism, arthralgia, respiratory tract infections, fever, musculoskeletal pain",Safety class 1,,,,,,,
HELZEY-RHI-1,Helminthostachys zeylanica (L.) Hook.,Helminthostachys,zeylanica,(L.) Hook.,,,,,,qi zhi jue,七指蕨,Dao Di Wu Gong,Rhizoma Heliminthostachytis,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=3142406&query=Helminthostachys+zeylanica%C2%A0%28L.%29+Hook.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200002873,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17116690-1,,Ophioglossaceae,,Terrestrial,Herbaceous (fern),Evergreen,Perennial,Vascular,Monoecious,,,"Forest, marsh edges (low elevations)",,No,"China, Australia, Cambodia, India, Malaysia, Myanmar, Philippines, Sri Lanka, Thailand, Vietnam","Guangdong, Hainan, Taiwan, Yunnan",Not evaluated,Endangered,,,,,,Rhizome,Rhizoma Heliminthostachytis,,,,,,,,,,,,,,,,,,,,Vegetable,,,-,-
HEPARB-RAD-1,Heptapleurum arboricola Hayata,Heptapleurum,arboricola,Hayata,,,,Schefflera arboricola,Umbrella Tree,e zhang teng,鹅掌藤,Qi Ye Lian,Radix Schefflerae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=98359&query=Heptapleurum+arboricola%C2%A0Hayata&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200015275,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:90845-1,七叶莲,Araliaceae,,Terrestrial,Climbing shrub,Evergreen,Perennial,Vascular,Monoecious,July-October,August-December,"Wet forests, valleys, along stream banks (0-900 m. altitude)",,Yes,China,"Hainan, Taiwan",Not evaluated,Least concern,,,,,,Root,Radix Schefflerae,,,,,,,,,,,"Bitter, acrid",Warm,Liver,"Dispens wind-damp, opens collaterals, reduces swelling",,"Fractures, kidney stones",,,,Ornamental,Y,,-,-
HEPLEU-RAD-1,Heptapleurum leucanthum (R.Vig.) Y.F.Deng,Heptapleurum,leucanthum,(R.Vig.) Y.F.Deng,,,,Schefflera leucantha,,bai hua e zhang chai,白花鹅掌柴,Qi Ye Lian,Radix Schefflerae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=534475&query=Heptapleurum+leucanthum%C2%A0%28R.Vig.%29+Y.F.Deng&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242347394,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77196877-1,七叶莲,Araliaceae,,Terrestrial,Climbing shrub,Evergreen,Perennial,Vascular,Monoecious,January-February,March-August,Evergreen broad-leaved valley forests (1200-1700 m. altitude),,No,"China, Laos, Vietnam","Guangxi, Yunnan",Least concern,Least concern,,,,,,Root,Radix Schefflerae,,,,,,,,,,,"Bitter, acrid",Warm,Liver,"Dispens wind-damp, opens collaterals, reduces swelling",,"Fractures, kidney stones",,,,,,,https://www.iucnredlist.org/species/191182/147631223,-
HIPRHA-FRU-1,Hippophae rhamnoides L.,Hippophae,rhamnoides,L.,,,,,Sea Buckthorn,sha ji,沙棘,Sha Ji,Fructus Hippophae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2851556&query=Hippophae+rhamnoides%C2%A0L.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200014616,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:323851-1,沙棘,Elaeagnaceae,,Terrestrial,"Shrub, tree",Deciduous,Perennial,Vascular,Dioecious,April-May,September-October,"River banks, dry river beds, forest margins, mountain slopes, meadows (600-4200 m. altitude)",,"Yes (only subsp. sinensis; not subsp. mongolica, turkestanica, wolongensis, yunnanensis)",,"Gansu, Hebei, Inner Mongolia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, N and SE Tibet, Yunnan",Least concern,Least concern,,,,,,Fruit,Fructus Hippophae,,,,,,,,,,,,,,,,,,,,"Edible fruit, animal fodder",,,https://www.iucnredlist.org/species/55686342/119996497,-
HOMOCC-RHI-1,Homalomena occulta (Lour.) Schott,Homalomena,occulta,(Lour.) Schott,,,,,,qian nian jian,千年健,Qian Nian Jian,Rhizoma Homalomenae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=100023&query=Homalomena+occulta%C2%A0%28Lour.%29+Schott&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027286,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:87255-1,千年健,Araceae,,Terrestrial,Herbaceous,,Perennial,Vascular,,July-September,,"Valley forests, bamboo forests, mountain forests (100-1100 m. altitude)",,No,"China, Laos, Thailand, Vietnam","Guangdong, Guangxi, Hainan, Yunnan",Not evaluated,Least concern,,,,,Pharmacopoeia,Rhizome,Rhizoma Homalomenae,"Spring, autumn","Aerial parts and fibros roots removed from rhizomes, washed, and sun-dried",,,,,"Guangxi, Yunnan",,,,"Bitter, acrid",Warm,"Liver, kidney","Expels wind-damp, strengthens muscles and bones, promotes blood circulation",,"Rheumatic arthralgia, bone pain, muscular spasms",,"Linalool , nerol, geraniol",,Ornamental,Y,,-,-
HORVUL-FRU-1,Hordeum vulgare L.,Hordeum,vulgare,L.,,,,,Barley,da mai,大麦,Mai Ya,Hordei Fructus Germinatus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=419563&query=Hordeum+vulgare+L.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200025543,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:405391-1,麥芽,Poaceae,,,,,,,,,,,,,,,,,,,,,Pharmacopoeia,Fruit,Hordei Fructus Germinatus,,,,,,,,,,,,,,,,,,,,,,,,
HOUCOR-HER-1,Houttuynia cordata Thunb.,Houttuynia,cordata,Thunb.,,,,,"Fish Mint, Chamelon Plant",ji cai,蕺菜,Yu Xing Cao,Houttuyniae Herba,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=385534&query=Houttuynia+cordata+Thunb.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200005537,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:927252-1,魚腥草,Saururaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,April-July,,"Low wet swamps, besides gullies, streams, or forest margins",,No,"China, Bangladesh, Cambodia, Japan, Korea, Myanmar, Thailand, Vietnam",,Not evaluated,Least concern,,Yes,USA,,Pharmacopoeia,Whole plant,Houttuyniae Herba,,,,,,,,,,,Sour,Slightly cold,Lung,"Clears heat, eliminates toxins, induces diuresis","Anti-inflammatory, anti-allergic, anti-cancer","Tonsillitis, lung abscess, pneumonia, bronchitis, urinary tract infection, nephritis, edema, enteritis, dysentery",,,,"Ornamental, culinary herb",Y,,,
HOVDUL-SEM-1,Hovenia dulcis Thunb.,Hovenia,dulcis,Thunb.,,,,,Japanese Raisin Tree,bei zhi ju,北枳椇,Zhi Ju Zi,Hoveniae Semen,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2853957&query=Hovenia+dulcis+Thunb.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200013347,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:717558-1,,Rhamnaceae,,Terrestrial,Tree,Deciduous,Perennial,Vascular,Monoecious,April-June,September-November,Mountain forests,,No,"China, Assam, Bangladesh, India, Japan, Korea, Thailand, Vietnam",,Least concern,Least concern,,Yes,Tanzania,,Pharmacopoeia,Seed,Hoveniae Semen,,,,,,,,,,,"Sweet, sour",Neutral,"Heart, spleen, stomach",Relieves thirst and hangovers,,"Alcoholism, polydipsia, vomiting, difficult in urination and defecation",,,,Edible fruit,,,,
HUPSER-HER-1,Huperzia serrata (Thunb.) Trevis.,Huperzia,serrata,(Thunb.) Trevis.,,,,Lycopodium serratum Thunb.,,she zu shi shan,蛇足石杉,Jin Bu Huan,Lycopodii Serrati Herba,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2930185&query=Huperzia+serrata+%28Thunb.%29+Trevis.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200002712,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20004840-1,,Lycopodiaceae,,Terrestrial,Herbaceous (clubmoss),Evergreen,Perennial,Vascular,,,,Moist undergrowth of forests (400-1400 m altitude),,No,"(China?), Cuba, Haiti, Japan, Korea, Mexico","Guangdong, Hong Kong, Hainan, Guangxi, Hunan, Guizhou, Jiangxi, Fujian, Zhejiang",Not evaluated,Endangered,,No,,,Pharmacopoeia,Whole plant,,,,,,,,,,,,"Bitter, sweet",Neutral,,"Dispels blood stasis, clears toxins, relieves pain",,"Bruising, blood stasis, vomiting blood, internal injuries, carbuncle swelling, venomous snake bite",,,,,Y,,,
